Date,Close,High,Low,Open,Volume,realized_vol,regime_shift_label
2015-01-02,53.7896614074707,54.21691119410073,53.40586421639297,53.95621772000915,6662700,,0
2015-01-05,53.53620147705078,53.94896515049865,53.3189551121605,53.37688821277185,12042800,,0
2015-01-06,52.775856018066406,54.02863334404273,52.67447583270482,53.48552284040322,11094000,,0
2015-01-07,53.39137268066406,53.927240033553566,52.8337762720807,53.130679260381726,10030700,,0
2015-01-08,53.95622253417969,54.52829962421204,53.68828601612219,53.80415224819225,10937200,,0
2015-01-09,53.89103317260742,54.21690272673173,53.32619924189091,53.99965635731553,9038900,,0
2015-01-12,53.27550506591797,53.86206248355078,52.77584176953195,53.688268716252956,8749300,,0
2015-01-13,52.841026306152344,54.34725392891443,52.53688578371148,53.557930544707276,12584500,,0
2015-01-14,52.29792022705078,52.862754251522816,51.73308620257875,52.471714036548576,13203500,,0
2015-01-15,51.689632415771484,52.56584998801042,51.45066800501939,52.326885577258324,10858400,,0
2015-01-16,51.624454498291016,51.72583466420318,50.7772036011088,51.30582796267869,12372300,,0
2015-01-20,52.48619842529297,53.014822857283505,51.54480473092417,51.957568468497016,12036700,,0
2015-01-21,51.841697692871094,52.580330963485885,50.65409667424039,50.893066586780755,17008900,,0
2015-01-22,52.07341384887695,52.20375500613464,51.29857124871266,52.03720428865879,10450100,,0
2015-01-23,52.268951416015625,52.392055128897944,51.725840950564425,52.145847703133306,8142100,,0
2015-01-26,52.580322265625,52.790325591166635,51.935831777667985,52.261695768278514,9203700,,0
2015-01-27,51.9720458984375,52.50067582385399,51.37100787751283,52.06618857716932,11398800,,0
2015-01-28,51.40721130371094,52.50067518907713,51.305831131537126,52.50067518907713,15722100,,0
2015-01-29,46.120941162109375,47.569238543968076,45.23748332267513,47.43889180722482,47115300,,0
2015-01-30,45.23023986816406,46.35267039738289,45.17954977796224,45.650246629725146,26407800,,0
2015-02-02,47.453369140625,47.74302915005479,45.08540726510462,45.25196356608842,21130600,,0
2015-02-03,48.48891067504883,48.54684379471565,47.41717558524449,47.63441649678551,16354200,,0
2015-02-04,48.48891067504883,49.03202124111095,47.88062949296632,48.220974140194556,13089600,,0
2015-02-05,49.205810546875,49.23477710404261,48.36580248823785,48.64097649412132,10650500,,0
2015-02-06,48.04718017578125,49.20581494194564,47.84441978230327,49.10443474520665,11779500,,0
2015-02-09,48.5975227355957,49.93719405267582,48.488899542361075,49.35787956343299,15651100,,0
2015-02-10,50.87860107421875,51.02342835341446,49.84307000603035,50.03134436402347,36081200,,0
2015-02-11,50.84237289428711,51.378240261063176,50.69030264931571,51.103066321325095,13439300,,0
2015-02-12,50.97273254394531,50.97273254394531,50.37168890547134,50.38617494665232,12798300,,0
2015-02-13,51.32754135131836,51.363750914047536,50.88581120507968,51.0451244414023,8050200,,0
2015-02-17,51.26961135864258,51.34926797303305,51.023398498307486,51.240644814791196,8764300,0.02598970231686368,0
2015-02-18,51.08134078979492,51.327548169688086,50.76995729329195,50.93650804444219,8097400,0.025986073350324886,0
2015-02-19,51.39997863769531,51.609976496350605,50.842382113553136,50.85686815368452,9785300,0.02590915354459136,0
2015-02-20,51.79098892211914,51.93582163116486,51.117532018264605,51.291331269119475,8657300,0.02585277346837917,0
2015-02-23,51.37101364135742,51.81274395707723,50.95100686168847,51.602740567242755,8617700,0.025790046639313398,0
2015-02-24,51.68239212036133,51.75480574165983,50.95824485776596,51.22617580905094,10131900,0.025828152566465073,0
2015-02-25,51.906883239746094,52.30516649961705,51.42170583212578,51.42170583212578,10578100,0.025776446105025604,0
2015-02-26,52.145835876464844,52.334110150594164,51.85617592229131,52.04445572122472,9838700,0.025756887243756774,0
2015-02-27,52.507911682128906,52.5513587434304,51.559275153546466,52.0010053594594,10297400,0.025721020017157245,0
2015-03-02,52.923099517822266,53.09790587879364,52.15831265845725,52.296704037598005,8979300,0.025658707734040942,0
2015-03-03,52.01262664794922,52.79925782442549,51.968920902539345,52.449645203101014,9236400,0.025870316636694278,0
2015-03-04,51.60474395751953,52.07818309707336,51.39351709350342,51.78683550680999,8476200,0.025723433891391288,0
2015-03-05,51.66302490234375,51.91066679146788,51.48821853608,51.8596813697662,6955800,0.02562793316023518,0
2015-03-06,52.0854606628418,52.21656678134913,51.35709457268819,51.39350954300051,12022100,0.025659414352009705,0
